City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,baruun-urt,46.6806,113.2792,23.56,54,98,4.38,MN,1688968249
280,sanming,26.2486,117.6186,38.08,38,44,1.51,CN,1688968882
281,posto fiscal rolim de moura,-13.0833,-62.2667,22.97,60,1,0.98,BR,1688968883
282,sianow,54.2265,16.2913,17.2,60,100,3.75,PL,1688968883
283,flying fish cove,-10.4217,105.6791,25.82,94,100,6.17,CX,1688968883
284,las khorey,11.1595,48.1967,34.47,45,22,3.56,SO,1688968884
285,alice springs,-23.7,133.8833,18.75,39,19,6.62,AU,1688968809
286,nuku'alofa,-21.1333,-175.2,22.19,88,40,3.09,TO,1688968614
287,mishkino,55.3389,63.9175,30.41,44,81,2.09,RU,1688968884
288,belyy yar,53.6039,91.3903,20.94,73,40,5.0,RU,1688968885
289,flin flon,54.7682,-101.865,7.99,63,16,4.19,CA,1688968885
290,la sarre,48.8002,-79.1996,12.43,93,18,2.62,CA,1688968885
291,karachi,24.9056,67.0822,32.9,52,75,6.17,PK,1688968342
292,mistrato,5.2973,-75.8832,15.83,97,37,0.28,CO,1688968886
293,douentza,14.9951,-2.9517,26.62,59,99,7.22,ML,1688968886
294,hovd,48.0056,91.6419,24.35,32,93,5.7,MN,1688968887
295,berezovyy,51.6667,135.7,25.64,41,48,2.61,RU,1688968887
296,betio village,1.358,172.9211,28.02,77,97,3.07,KI,1688968888
297,la'ie,21.6477,-157.9253,25.25,73,84,2.68,US,1688968888
298,veinticinco de mayo,-35.4323,-60.1727,8.02,90,7,2.62,AR,1688968888
299,seminole,28.7086,-81.2081,28.56,86,0,2.57,US,1688968888
300,sosnovo-ozerskoye,52.5249,111.5418,17.24,86,100,2.47,RU,1688968889
301,lazaro cardenas,17.9583,-102.2,27.05,85,87,1.71,MX,1688968889
302,kabare,-2.4683,28.8242,20.02,68,54,0.58,CD,1688968890
303,lima,-12.0432,-77.0282,18.83,84,31,2.43,PE,1688968890
304,birao,10.2849,22.7882,24.55,81,20,1.62,CF,1688968890
305,maymana,35.9214,64.7836,32.22,13,0,3.13,AF,1688968890
306,nguigmi,14.2495,13.1092,29.85,50,71,4.94,NE,1688968891
307,kattivakkam,13.2167,80.3167,33.05,72,100,3.97,IN,1688968891
308,noosa heads,-26.3833,153.15,21.17,62,67,2.02,AU,1688968705
309,wuwei,37.9281,102.6414,28.25,31,99,9.94,CN,1688968466
310,cabo san lucas,22.8909,-109.9124,28.12,82,28,4.21,MX,1688968892
311,nago,26.5881,127.9761,33.03,71,18,3.04,JP,1688968892
312,bengkulu,-3.8004,102.2655,28.17,77,48,3.81,ID,1688968444
313,sisimiut,66.9395,-53.6735,7.42,90,99,0.25,GL,1688968893
314,ebaye,8.7748,167.7392,31.01,66,0,6.17,MH,1688968893
315,gwadar,25.1216,62.3254,29.4,68,82,3.89,PK,1688968893
316,levuka,50.1834,-105.4011,17.72,85,31,3.26,CA,1688968894
317,montanha,-18.1269,-40.3633,18.53,98,16,2.31,BR,1688968894
318,seven pagodas,12.6264,80.1722,33.03,81,100,2.58,IN,1688968894
319,shinkafi,13.0753,6.5105,26.54,70,70,4.05,NG,1688968895
320,isangel,-19.55,169.2667,21.29,62,27,5.65,VU,1688968895
321,kuchaiburi,22.2667,86.1667,34.2,50,99,3.47,IN,1688968626
322,buta,2.7858,24.73,23.01,82,65,0.7,CD,1688968897
323,ad dabbah,18.05,30.95,34.74,17,100,5.05,SD,1688968897
324,kiri buru,22.0833,85.35,32.07,55,99,3.07,IN,1688968741
325,dakhla,23.6848,-15.958,19.76,90,5,8.82,EH,1688968898
326,el granada,37.5027,-122.4694,16.08,90,100,5.14,US,1688968898
327,new norfolk,-42.7826,147.0587,15.72,69,61,4.66,AU,1688968899
328,novokruchininskiy,51.7833,113.7667,25.85,33,99,3.99,RU,1688968899
329,dubai,25.2582,55.3047,39.14,37,28,4.63,AE,1688968493
330,east ballina,-28.8667,153.5833,22.11,66,0,4.15,AU,1688968899
331,san pedro pochutla,15.7333,-96.4667,25.95,90,90,1.85,MX,1688968900
332,aral,40.5156,81.2636,31.5,25,54,3.4,CN,1688968901
333,linxi,39.7,118.4333,38.47,22,52,5.67,CN,1688968902
334,akureyri,65.6835,-18.0878,15.52,60,100,1.25,IS,1688968808
335,eureka,40.8021,-124.1637,14.4,89,31,0.45,US,1688968903
336,montepuez,-13.1256,38.9997,22.8,62,11,0.87,MZ,1688968903
337,tianchang,37.9981,114.0156,41.12,16,70,5.47,CN,1688968903
338,burutu,5.3509,5.5076,24.48,90,100,1.14,NG,1688968903
339,riposto,37.7306,15.2009,28.56,65,0,0.83,IT,1688968752
340,palikir - national government center,6.9248,158.1611,27.68,78,56,3.19,FM,1688968904
341,anapa,44.8908,37.3239,23.19,64,40,8.0,RU,1688968904
342,berdigestyakh,62.0989,126.6992,27.94,30,12,3.69,RU,1688968904
343,labytnangi,66.6572,66.4183,14.97,58,69,1.5,RU,1688968905
344,canela,-29.3656,-50.8156,14.04,94,100,0.45,BR,1688968906
345,prince rupert,54.3161,-130.3201,11.09,91,82,1.69,CA,1688968906
346,onverwacht,5.5833,-55.1833,25.48,94,26,1.19,SR,1688968907
347,antofagasta,-23.65,-70.4,15.6,84,92,2.37,CL,1688968675
348,alta,69.9689,23.2717,13.59,62,0,2.06,NO,1688968908
349,dapchi,12.4904,11.4944,27.36,62,59,5.05,NG,1688968908
350,piacabucu,-10.4056,-36.4344,23.32,89,59,2.62,BR,1688968908
351,camana,-16.6228,-72.7111,18.0,75,28,4.01,PE,1688968909
352,dubbo,-32.25,148.6167,16.07,48,2,4.63,AU,1688968593
353,spalt,49.1755,10.9245,23.54,58,81,1.66,DE,1688968910
354,nyurba,63.2842,118.3319,26.61,40,97,3.39,RU,1688968911
355,cockburn town,21.4612,-71.1419,28.3,85,46,8.88,TC,1688968912
356,zouerate,22.7187,-12.4521,26.45,38,3,0.86,MR,1688968912
357,punta del este,-34.9667,-54.95,13.82,95,80,2.24,UY,1688968912
358,bardai,11.65,7.2333,21.97,83,97,3.08,NG,1688968913
359,kertih,4.5141,103.4483,30.88,64,23,4.36,MY,1688968913
360,una,20.8167,71.0333,29.76,71,97,7.03,IN,1688968913
361,fort bragg,35.139,-79.006,24.08,93,40,2.57,US,1688968913
362,uttarkashi,30.7333,78.45,27.39,71,98,2.45,IN,1688968914
363,aripuana,-9.1667,-60.6333,21.68,68,0,0.71,BR,1688968914
364,ruskin,27.7209,-82.4332,29.43,86,0,2.68,US,1688968915
365,tamale,9.4008,-0.8393,23.48,91,100,3.18,GH,1688968915
366,port shepstone,-30.7414,30.455,12.72,71,89,12.66,ZA,1688968916
367,gordonvale,-17.0936,145.7842,26.06,73,68,3.61,AU,1688968917
368,shatrovo,56.5167,64.6333,28.95,54,98,3.84,RU,1688968917
369,kapuskasing,49.4169,-82.4331,16.72,51,99,5.61,CA,1688968918
370,kili,5.6439,169.1211,28.44,74,22,5.32,MH,1688968918
371,buka,40.8108,69.1986,35.41,16,0,3.26,UZ,1688968918
372,salinopolis,-0.6136,-47.3561,25.64,86,15,4.67,BR,1688968919
373,enewetak,11.3474,162.3373,28.33,77,100,6.39,MH,1688968920
374,atasu,48.6814,71.6433,30.13,21,6,3.62,KZ,1688968920
375,takhatpur,22.15,81.8667,33.24,55,53,3.75,IN,1688968920
376,victorica,-36.2151,-65.4359,9.03,41,69,3.45,AR,1688968921
377,lanzhou,36.0564,103.7922,32.79,36,85,3.65,CN,1688968748
378,mosjoen,65.836,13.1908,16.06,77,0,0.51,NO,1688968921
379,ivdel',60.6911,60.4206,15.84,72,98,0.33,RU,1688968922
380,narvik,68.4384,17.4272,17.43,84,53,0.08,NO,1688968922
381,villa canas,-34.0057,-61.6076,11.63,10,12,2.7,AR,1688968922
382,hadibu,12.65,54.0333,27.97,67,66,10.3,YE,1688968923
383,atafu village,-8.5421,-172.5159,28.66,79,100,6.92,TK,1688968923
384,ferkessedougou,9.6,-5.2,22.16,95,100,1.81,CI,1688968923
385,udachny,66.4167,112.4,28.03,28,11,9.56,RU,1688968924
386,port-vila,-17.7338,168.3219,22.46,67,80,6.1,VU,1688968925
387,vrangel',42.7297,133.0839,20.82,90,89,2.54,RU,1688968925
388,valozhyn,54.0909,26.5225,16.07,74,3,4.57,BY,1688968925
389,ciudad tula,23.0,-99.7167,20.38,95,16,1.52,MX,1688968835
390,mangai,-4.05,19.5333,22.91,48,10,0.6,CD,1688968926
391,ulladulla,-35.35,150.4667,15.58,55,28,2.08,AU,1688968840
392,popondetta,-8.7537,148.2534,28.67,65,100,2.29,PG,1688968927
393,afaahiti,-17.75,-149.2833,25.93,78,88,9.39,PF,1688968927
394,diego de almagro,-26.3667,-70.05,11.18,53,100,0.97,CL,1688968929
395,cananea,30.95,-110.3,19.71,81,81,3.43,MX,1688968930
396,fuxin,42.0156,121.6589,32.18,38,42,1.33,CN,1688968930
397,gevrai,19.2667,75.75,30.62,52,95,6.78,IN,1688968930
398,dondo,-19.6094,34.7431,20.73,64,1,2.33,MZ,1688968931
399,sassandra,4.95,-6.0833,23.37,94,86,1.61,CI,1688968931
400,kalispell,48.1958,-114.3129,22.02,40,0,2.06,US,1688968931
401,puerto santa,-8.9906,-78.6456,21.13,83,88,3.94,PE,1688968931
402,taltal,-25.4,-70.4833,14.47,82,91,0.72,CL,1688968932
403,mount gambier,-37.8333,140.7667,14.0,72,68,6.66,AU,1688968932
404,saipan,15.1355,145.701,29.8,100,99,5.36,MP,1688968751
405,calama,-22.4667,-68.9333,8.8,15,17,3.77,CL,1688968934
406,shiprock,36.7855,-108.687,27.19,24,52,3.63,US,1688968934
407,kyaikkami,16.08,97.5675,28.08,78,100,5.12,MM,1688968934
408,san ciro de acosta,21.6333,-99.8167,22.4,93,27,1.21,MX,1688968934
409,el nido,11.1858,119.3956,29.78,72,82,2.57,PH,1688968935
410,dade city,28.3647,-82.1959,27.81,84,0,2.06,US,1688968935
411,antsiranana,-12.2787,49.2917,26.09,59,10,8.01,MG,1688968936
412,castillos,-34.1667,-53.8333,12.04,93,92,1.74,UY,1688968937
413,touros,-5.1989,-35.4608,24.34,85,16,4.08,BR,1688968937
414,hunucma,21.0167,-89.8667,27.27,71,11,3.45,MX,1688968937
415,kilju,40.9642,129.3278,27.22,70,28,2.5,KP,1688968937
416,ancud,-41.8697,-73.8203,5.31,87,38,1.73,CL,1688968938
417,kibangay,8.0497,124.8931,22.73,88,65,0.88,PH,1688968938
418,playa vicente,17.8333,-95.8167,24.06,96,100,1.12,MX,1688968938
419,kenai,60.5544,-151.2583,10.08,89,95,5.23,US,1688968939
420,karratha,-20.7377,116.8463,25.02,30,6,7.78,AU,1688968878
421,garoua boulai,5.8833,14.55,18.23,95,70,0.54,CM,1688968939
422,batu gajah,4.4692,101.0411,32.43,68,68,2.85,MY,1688968805
423,arica,-18.475,-70.3042,15.37,89,29,1.31,CL,1688968940
424,port macquarie,-31.4333,152.9167,17.16,58,0,3.07,AU,1688968644
425,olivenza,38.6832,-7.103,20.18,46,0,1.45,ES,1688968940
426,kailua-kona,19.6406,-155.9956,24.72,89,99,2.68,US,1688968941
427,prado,-17.3411,-39.2208,21.08,95,32,1.9,BR,1688968942
428,dawson creek,55.7666,-120.2362,20.88,82,55,4.81,CA,1688968942
429,mozhga,56.4447,52.2276,27.66,56,100,6.06,RU,1688968942
430,yuzhno-kurilsk,44.0306,145.8556,18.98,78,98,0.53,RU,1688968942
431,kayangel,8.0823,134.7173,27.87,82,100,7.67,PW,1688968943
432,merowe,18.4833,31.8167,34.52,17,98,5.62,SD,1688968943
433,guatrache,-37.6678,-63.5302,8.84,44,85,2.84,AR,1688968944
434,la ronge,55.1001,-105.2842,8.17,67,0,2.6,CA,1688968944
435,fortuna,40.5982,-124.1573,14.25,95,100,0.0,US,1688968944
436,kaka,37.3482,59.6143,37.63,11,0,6.54,TM,1688968945
437,ghadamis,30.1337,9.5007,32.6,21,6,3.71,LY,1688968946
438,chandler,33.3062,-111.8412,36.7,22,0,4.12,US,1688968946
439,kiama,-34.6833,150.8667,19.65,55,6,2.89,AU,1688968946
440,griffith,41.5284,-87.4237,21.05,82,0,0.0,US,1688968947
441,freudenberg,50.9,7.8667,19.81,96,97,3.13,DE,1688968947
442,chilca,-12.5211,-76.7372,19.13,83,87,2.65,PE,1688968948
443,burnie,-41.0667,145.9167,12.47,76,99,8.86,AU,1688968948
444,chengde,40.9725,117.9361,32.96,26,42,2.86,CN,1688968412
445,conde,-7.2597,-34.9075,22.8,87,2,2.95,BR,1688968949
446,wewak,-3.5534,143.6268,26.21,90,100,3.41,PG,1688968950
447,mugia,43.1041,-9.2179,12.73,79,2,2.72,ES,1688968951
448,tamanrasset,22.785,5.5228,25.75,19,16,8.18,DZ,1688968951
449,smara,26.7384,-11.6719,20.35,81,0,4.34,EH,1688968951
450,dar kulayb,26.0686,50.5039,37.09,42,0,3.08,BH,1688968780
451,xinyang,32.1228,114.0656,33.55,65,67,7.81,CN,1688968934
452,polyarnyy,69.1989,33.4478,10.65,64,15,1.45,RU,1688968952
453,manjeshvar,12.7,74.8833,28.66,75,93,3.58,IN,1688968952
454,phongsali,21.6833,102.1058,26.26,57,72,1.96,LA,1688968953
455,kalmunai,7.4167,81.8167,31.7,54,83,3.05,LK,1688968953
456,tayu,-6.5397,111.0518,30.09,62,24,4.19,ID,1688968953
457,axim,4.8699,-2.2405,23.74,92,93,1.58,GH,1688968954
458,tucupita,9.0622,-62.051,23.14,99,94,1.04,VE,1688968954
459,gamay,12.3854,125.2979,30.65,69,99,3.7,PH,1688968955
460,tirodi,21.6833,79.7,30.86,66,67,3.94,IN,1688968956
461,norrtalje,59.758,18.705,18.02,51,0,1.64,SE,1688968956
462,charters towers,-20.1,146.2667,23.41,34,97,5.2,AU,1688968957
463,ust-nera,64.5667,143.2,15.8,28,6,1.94,RU,1688968957
464,tehuitzingo,16.9408,-99.1719,24.07,96,96,1.36,MX,1688968957
465,keflavik,64.0049,-22.5624,11.04,93,0,2.57,IS,1688968958
466,dinghaicun,26.2847,119.7936,26.77,89,10,8.6,CN,1688968958
467,oranjemund,-28.55,16.4333,10.79,59,0,4.98,NA,1688968817
468,airuk,7.2772,168.8203,28.42,75,62,6.61,MH,1688968959
469,puquio,-14.7,-74.1333,9.19,48,19,1.55,PE,1688968959
470,gorakhpur,29.45,75.6833,26.81,87,100,2.81,IN,1688968547
471,badagara,11.6,75.5833,28.71,72,96,2.8,IN,1688968960
472,machico,32.7,-16.7667,22.35,82,40,4.12,PT,1688968960
473,roosevelt,33.9668,-103.4505,23.12,79,0,5.76,US,1688968961
474,al hazm,16.1641,44.7769,35.74,11,91,2.56,YE,1688968961
475,mahibadhoo,3.7833,72.9667,28.29,70,38,4.41,MV,1688968962
476,tindouf,27.6711,-8.1474,31.11,16,4,3.69,DZ,1688968963
477,dosso,13.049,3.1937,25.48,76,100,2.46,NE,1688968963
478,turpan,42.9333,89.1667,33.43,27,99,3.29,CN,1688968963
479,tarakan,3.3,117.6333,30.72,74,20,2.57,ID,1688968964
480,worland,44.0169,-107.9554,19.64,72,0,1.54,US,1688968964
481,port hueneme,34.1478,-119.1951,19.42,86,0,3.09,US,1688968964
482,coquimbo,-29.9533,-71.3436,13.36,85,100,1.01,CL,1688968964
483,besuki,-7.7338,113.6979,29.28,68,83,2.68,ID,1688968965
484,acajutla,13.5928,-89.8275,26.58,85,99,2.99,SV,1688968966
485,fisterra,42.9049,-9.2629,12.64,80,3,3.23,ES,1688968966
486,steamboat springs,40.485,-106.8317,21.72,51,0,1.54,US,1688968966
487,bathsheba,13.2167,-59.5167,27.05,84,60,8.6,BB,1688968966
488,ciudad bolivar,8.1222,-63.5497,25.0,88,100,3.94,VE,1688968967
489,igarka,67.4667,86.5833,15.58,53,98,4.85,RU,1688968967
490,moultonborough,43.7548,-71.3967,20.9,92,100,0.45,US,1688968967
491,labrador city,52.9463,-66.9114,16.06,94,100,2.69,CA,1688968968
492,palu,-0.8917,119.8707,29.54,78,68,1.69,ID,1688968538
493,kidal,18.4411,1.4078,29.14,49,88,2.54,ML,1688968968
494,springbok,-29.6643,17.8865,2.73,69,0,5.9,ZA,1688968968
495,san luis,-33.295,-66.3356,9.31,87,28,1.23,AR,1688968969
496,manado,1.487,124.8455,25.43,94,40,0.51,ID,1688968730
497,aginskoye,51.1,114.53,25.79,40,97,3.23,RU,1688968970
498,skadovs'k,46.1161,32.9112,22.66,51,3,6.99,UA,1688968970
499,walvis bay,-22.9575,14.5053,12.73,30,1,5.19,NA,1688968971
500,eha amufu,6.6592,7.7596,22.72,97,98,1.34,NG,1688968971
501,carutapera,-1.195,-46.02,24.39,90,21,3.28,BR,1688968972
502,tralee,52.2704,-9.7026,12.96,95,100,2.09,IE,1688968972
503,bela,25.9333,81.9833,36.76,45,48,3.59,IN,1688968972
504,lucheng,31.2336,117.2806,32.74,70,96,6.15,CN,1688968973
505,sangin,32.0728,64.8359,34.21,9,0,4.44,AF,1688968973
506,kavaratti,10.5669,72.642,28.18,75,96,7.13,IN,1688968824
507,page,36.9147,-111.4558,31.88,13,0,3.09,US,1688968974
508,yushu,44.8,126.5333,26.17,65,100,1.68,CN,1688968974
509,shatsk,54.0258,41.7119,15.41,94,100,7.78,RU,1688968974
510,naantali,60.4674,22.0243,17.99,51,0,2.06,FI,1688968975
511,aktau,43.65,51.2,39.32,24,44,9.44,KZ,1688968812
512,nar'yan-mar,67.6713,53.087,13.03,60,89,4.13,RU,1688968975
513,rakvere,59.3464,26.3558,15.96,55,10,2.16,EE,1688968975
514,plettenberg bay,-34.0527,23.3716,10.66,80,91,3.05,ZA,1688968975
515,nadvoitsy,63.8667,34.3167,11.43,66,97,3.29,RU,1688968976
516,rampura,30.25,75.2333,30.58,68,98,4.66,IN,1688968976
517,banda aceh,5.5577,95.3222,28.31,70,100,5.98,ID,1688968947
518,monroeville,40.4212,-79.7881,19.14,91,100,1.54,US,1688968977
519,howard springs,-12.497,131.047,31.95,58,70,0.83,AU,1688968977
520,belmonte,-15.8631,-38.8828,22.73,89,11,1.52,BR,1688968978
521,arteche,12.2645,125.4048,28.73,82,100,2.71,PH,1688968978
522,juneau,58.3019,-134.4197,16.0,84,40,4.63,US,1688968978
523,santa ana,33.7456,-117.8678,21.38,80,0,1.54,US,1688968979
524,al jawf,29.5,38.75,28.91,25,0,5.87,SA,1688968979
525,abaza,52.655,90.0928,21.77,61,100,1.84,RU,1688968980
526,chandur bazar,21.2417,77.7456,29.69,64,98,4.63,IN,1688968980
527,massawa,15.6097,39.45,34.73,52,100,1.38,ER,1688968980
528,yung shue wan,22.2333,114.1167,34.68,70,11,5.58,HK,1688968980
529,pandan,14.0453,124.1694,29.74,75,72,3.87,PH,1688968981
530,sinabang,2.4803,96.3801,27.16,79,100,2.25,ID,1688968981
531,namibe,-15.1961,12.1522,17.82,74,0,1.03,AO,1688968982
532,liperi,62.5333,29.3667,12.38,66,0,2.06,FI,1688968982
533,apatity,67.5641,33.4031,12.68,54,10,1.08,RU,1688968982
534,nuuk,64.1835,-51.7216,11.34,76,100,3.6,GL,1688968983
535,saint-francois,46.4154,3.9054,20.69,83,0,2.06,FR,1688968983
536,helensburgh,56.0061,-4.7265,15.23,90,64,0.45,GB,1688968983
537,aden,12.7794,45.0367,31.33,74,41,1.84,YE,1688968984
538,carbonear,47.7332,-53.2148,12.35,97,96,2.66,CA,1688968984
539,korla,41.7597,86.1469,31.25,26,99,5.49,CN,1688968984
540,sault ste. marie,46.5168,-84.3333,17.31,77,40,1.54,CA,1688968985
541,cedeira,43.6797,-8.0209,15.21,86,2,2.41,ES,1688968985
542,takoradi,4.8845,-1.7554,23.88,91,100,1.82,GH,1688968808
543,kapoeta,4.7717,33.5903,26.9,58,96,1.64,SS,1688968985
544,farsan,32.2569,50.561,27.14,10,0,1.92,IR,1688968986
545,kingston,17.997,-76.7936,27.89,90,28,1.18,JM,1688968987
546,bandundu,-3.3167,17.3667,25.61,53,30,1.54,CD,1688968987
547,chernyshevskiy,63.0128,112.4714,27.71,24,90,3.41,RU,1688968987
548,guarapari,-20.6667,-40.4975,21.61,90,97,2.46,BR,1688968988
549,freeport,40.6576,-73.5832,24.6,89,100,3.6,US,1688968988
550,male,4.1748,73.5089,31.97,66,75,4.12,MV,1688968721
551,bhimunipatnam,17.8833,83.4333,34.73,56,99,2.73,IN,1688968989
552,kill devil hills,36.0307,-75.676,24.01,90,75,3.09,US,1688968989
553,smithers,54.7804,-127.1743,15.18,88,0,2.06,CA,1688968990
554,mantua,45.1667,10.7833,27.58,75,1,0.52,IT,1688968990
555,ribeira brava,32.65,-17.0667,22.35,77,6,1.76,PT,1688968991
556,luang namtha,20.9497,101.4011,29.83,70,83,1.54,LA,1688968991
557,zhezqazghan,47.7833,67.7667,32.32,17,0,5.0,KZ,1688968991
558,dwarka,22.2394,68.9678,29.7,76,88,6.53,IN,1688968835
559,guanhaes,-18.775,-42.9325,14.44,64,8,1.49,BR,1688968992
560,laguna,38.421,-121.4238,17.66,78,0,3.09,US,1688968992
